41.9837706,-87.715254
41.9834918,-87.7385663
41.9838277,-87.71346559999999
41.9838277,-87.71346559999999
41.9838488,-87.71529249999999
41.9836347,-87.7457787
41.98389,-87.7176593
41.9836755,-87.7380683
41.9836755,-87.7380683
41.9842027,-87.7110269
41.9837172,-87.7422074
41.9840549,-87.716466
41.9837172,-87.7422074
41.9842214,-87.71283059999999
41.9842269,-87.7140814
41.9841805,-87.7147305
41.984189,-87.710882
41.9838303,-87.7380683
41.9839863,-87.74115139999999
41.984446,-87.7111077
41.98443,-87.71533099999999
41.9843822,-87.7171592
41.9843822,-87.7171592
41.9839679,-87.7450095
41.9844805,-87.716466
41.9844805,-87.716466
41.9842504,-87.7516694
41.9842504,-87.7516694
41.9840895,-87.76114109999999
41.9844809,-87.71594669999999
41.9847034,-87.7031361
41.984643,-87.714669
41.9843939,-87.7461441
41.9841694,-87.74563409999999
41.9841694,-87.74563409999999
41.9845137,-87.7512848
41.9846004,-87.74581719999999
41.9843182,-87.7453264
41.9848603,-87.7529339
41.9845786,-87.7447024
41.9849197,-87.7176932
41.9850116,-87.712318
41.9846306,-87.7435466
41.9846306,-87.7435466
41.9845046,-87.73117119999999
41.9844901,-87.73240220000001
41.9845197,-87.7299785
41.984733,-87.7386435
41.98445650000001,-87.74290649999999
41.98407599999999,-87.74274439999999
41.9848381,-87.7410731
41.9848381,-87.7410731
41.9845009,-87.7427445
41.9845009,-87.7427445
41.9850819,-87.71717029999999
41.9864632,-87.7685403
41.9846836,-87.73240220000001
41.9846836,-87.73240220000001
41.9846836,-87.73240220000001
41.9850252,-87.7438183
41.9852308,-87.7111616
41.9852308,-87.7111616
41.9852092,-87.7177458
41.9853208,-87.709853
41.9853208,-87.709853
41.9852234,-87.7184011
41.9852987,-87.71651659999999
41.9852987,-87.71651659999999
41.9850003,-87.73995239999999
41.985414,-87.71647809999999
41.9853914,-87.71717029999999
41.9853914,-87.71717029999999
41.9855016,-87.7111616
41.9850553,-87.75116919999999
41.9854998,-87.7153493
41.9855423,-87.71417989999999
41.9848376,-87.7420903
41.9848376,-87.7420903
41.9856082,-87.71651659999999
41.9856082,-87.71651659999999
41.9855561,-87.7171799
41.9855561,-87.7171799
41.9853127,-87.73860499999999
41.9856348,-87.7177458
41.9858227,-87.711739
41.9857958,-87.7123501
41.9852807,-87.74791789999999
41.9850047,-87.7427846
41.9850047,-87.7427846
41.9850047,-87.7427846
41.986043,-87.70919870000002
41.9857904,-87.7177842
41.985884,-87.709998
41.9859657,-87.7129695
41.9868734,-87.76924179999999
41.9860028,-87.7153493
41.9851371,-87.7414799
41.98605970000001,-87.7177073
41.98606789999999,-87.7160305
41.9860492,-87.71717029999999
41.9860492,-87.71717029999999
41.9851545,-87.7424411
41.9862226,-87.7123932
41.9861274,-87.7172088
41.986315,-87.7112001
41.986221,-87.7184679
41.98512600000001,-87.740479
41.98512600000001,-87.740479
41.9852668,-87.7422488
41.9864378,-87.7129994
41.9864378,-87.7129994
41.9851373,-87.74558669999999
41.9859335,-87.7427441
41.9865172,-87.7135863
41.985695,-87.7402137
41.9852184,-87.74577959999999
41.9855809,-87.74647379999999
41.9859185,-87.7398288
41.9856421,-87.7475894
41.9856421,-87.7475894
41.9862501,-87.73902509999999
41.98636310000001,-87.7388713
41.9868674,-87.711739
40.456257,-79.93075429999999
41.9850764,-87.7445844
41.986733,-87.7380639
41.986733,-87.7380639
41.988015,-87.7243015
41.9857867,-87.7227427
41.9861619,-87.72679190000001
41.9861619,-87.72679190000001
41.9861619,-87.72679190000001
41.9868539,-87.7177628
41.9868621,-87.7172471
41.9868621,-87.7172471
41.9870347,-87.7153768
41.9870347,-87.7153768
41.9869782,-87.7172471
41.9863805,-87.7378726
41.9856707,-87.74098269999999
41.9871248,-87.713009
41.9871248,-87.713009
41.9855059,-87.74473979999999
41.9870746,-87.71722779999999
41.9872372,-87.7722091
41.9867499,-87.7428266
41.9864594,-87.7397917
41.9869088,-87.7385937
41.986843,-87.73775619999999
41.9859036,-87.74098389999999
41.986983,-87.74286239999999
41.986393,-87.742243
